reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Gases|Biomass,EJ/yr,0.018,0.0212,0.0276,0.0289,0.0351,0.0403,0.0461,0.0576,0.0655,0.0721,0.0759,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Gases|Fossil,EJ/yr,5.4258,5.4941,5.0031,5.2443,5.2282,5.7148,4.9008,5.1596,5.2673,4.4129,4.7287,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Gases|Fossil,EJ/yr,7.0143,7.0021,6.4467,6.8194,6.6842,7.3436,6.2027,6.6347,6.7502,5.623,5.9909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Heat,EJ/yr,1.5064,1.4503,1.3839,1.3994,1.3742,1.5628,1.3641,1.3523,1.3522,1.2275,1.2579,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Heat,EJ/yr,1.5247,1.4686,1.4024,1.418,1.3927,1.5814,1.3824,1.3716,1.3711,1.2462,1.2771,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Liquids,EJ/yr,3.1782,3.0438,2.4416,2.7825,2.5563,2.523,2.2496,2.2213,2.2496,1.9885,2.0287,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Liquids,EJ/yr,3.3529,3.2181,2.601,2.9445,2.7115,2.6936,2.3951,2.3651,2.3976,2.1346,2.1743,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Liquids|Biomass,EJ/yr,0.0021,0.0058,0.0078,0.0071,0.0111,0.0105,0.0081,0.0082,0.0073,0.0075,0.0074,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Liquids|Biomass,EJ/yr,0.0021,0.0058,0.0078,0.0071,0.0111,0.0105,0.0081,0.0082,0.0073,0.0075,0.0074,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Liquids|Fossil,EJ/yr,3.1761,3.038,2.4338,2.7755,2.5452,2.5125,2.2415,2.2131,2.2422,1.9809,2.0213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Liquids|Fossil,EJ/yr,3.3507,3.2124,2.5933,2.9374,2.7003,2.6832,2.387,2.3568,2.3903,2.1271,2.1669,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Solids,EJ/yr,1.9224,1.9968,2.0326,2.1692,2.2416,2.4178,2.1574,2.3387,2.3403,2.1259,2.2299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Solids,EJ/yr,1.9639,2.0364,2.0747,2.2329,2.3083,2.4961,2.2279,2.4176,2.4354,2.2131,2.3233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,1.4829,1.506,1.5891,1.6983,1.7557,1.8697,1.6796,1.8605,1.8781,1.7142,1.8193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,1.4954,1.5193,1.6035,1.7315,1.7919,1.9165,1.7201,1.9113,1.9442,1.7768,1.8889,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Solids|Fossil,EJ/yr,0.4395,0.4908,0.4435,0.4708,0.4859,0.5481,0.4778,0.4782,0.4622,0.4117,0.4106,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Solids|Fossil,EJ/yr,0.4685,0.5172,0.4712,0.5014,0.5164,0.5796,0.5079,0.5063,0.4912,0.4364,0.4344,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Solids,EJ/yr,4.2379,4.3228,4.3754,4.4062,4.2659,4.5865,4.3894,4.4502,4.4299,4.1854,4.3816,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Solids,EJ/yr,4.4225,4.5148,4.5633,4.6422,4.4615,4.8077,4.5869,4.6537,4.6817,4.4456,4.6384,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Transportation|LDV|Liquids|Biomass,EJ/yr,0.0632,0.1055,0.1422,0.1704,0.1956,0.2204,0.2305,0.2472,0.2241,0.2417,0.2456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Transportation|LDV|Liquids|Biomass,EJ/yr,0.0644,0.1085,0.148,0.1837,0.2122,0.2398,0.2485,0.2624,0.2416,0.2617,0.2616,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Transportation|LDV|Liquids|Electricity,EJ/yr,6.1152,6.2675,6.3938,6.3196,6.077,6.0663,6.0334,5.8323,5.7729,5.8309,5.9645,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Transportation|LDV|Liquids|Electricity,EJ/yr,7.0439,7.215,7.3481,7.2522,6.9748,6.9452,6.9199,6.7056,6.6446,6.7156,6.8609,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Primary Energy,EJ/yr,69.1227,69.7292,69.0377,68.7577,64.3375,67.0669,64.8164,64.0505,63.4038,61.4505,62.3332,3.9261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Primary Energy,EJ/yr,78.7402,79.2401,78.2634,77.8085,72.8602,75.8215,73.0555,72.4546,71.7117,69.2374,70.1584,4.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Primary Energy|Biomass,EJ/yr,3.4696,3.6251,3.8599,4.0853,4.2707,4.6953,4.5916,4.9424,5.108,5.0426,5.2131,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Primary Energy|Biomass,EJ/yr,3.6282,3.7834,4.0205,4.2735,4.4732,4.9198,4.8343,5.208,5.4077,5.3941,5.6374,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Primary Energy|Biomass|Electricity,EJ/yr,0.3871,0.408,0.4646,0.51,0.5217,0.5721,0.5863,0.6087,0.6635,0.6671,0.6562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Primary Energy|Biomass|Electricity,EJ/yr,0.5043,0.5271,0.5805,0.6261,0.6466,0.7077,0.7368,0.769,0.8412,0.8891,0.9339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Primary Energy|Coal,EJ/yr,12.666,12.9448,13.0832,12.1357,10.6597,11.3198,11.372,11.4285,11.1097,10.676,10.7362,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Primary Energy|Coal,EJ/yr,14.328,14.7575,14.7872,13.6914,11.9219,12.6519,12.7124,13.0652,12.6669,11.9432,11.7257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Primary Energy|Coal|Electricity,EJ/yr,5.8837,5.8599,6.18,5.4471,4.8763,4.63,4.9038,5.2057,4.9893,4.7475,4.7595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Primary Energy|Coal|Electricity,EJ/yr,7.2366,7.3394,7.5386,6.6457,5.8566,5.6452,5.9451,6.5729,6.2457,5.7202,5.5082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Primary Energy|Gas,EJ/yr,14.7243,14.7431,14.4976,14.8671,13.8858,15.0603,13.8019,13.5052,13.2573,11.7908,12.2878,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Primary Energy|Gas,EJ/yr,18.0601,17.9087,17.7167,18.1998,16.9581,18.4007,16.5574,16.1242,15.8514,14.1489,14.6864,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Primary Energy|Gas|Electricity,EJ/yr,1.776,1.9079,2.0151,2.2495,2.0369,2.0435,1.8865,1.3927,1.0709,0.8783,1.0324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Primary Energy|Gas|Electricity,EJ/yr,2.6964,2.7647,3.0172,3.3206,3.0618,3.1249,2.7743,1.9759,1.6348,1.4843,1.6227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Primary Energy|Oil,EJ/yr,26.5616,26.6162,26.122,25.877,24.2533,24.1042,23.3419,22.4445,21.9319,21.7126,22.0267,3.1406,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Primary Energy|Oil,EJ/yr,30.1035,30.1327,29.5341,29.2272,27.4232,27.2222,26.3866,25.4243,24.8389,24.6095,24.9963,3.7103,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Electricity|Biomass,EJ/yr,0.261,0.298,0.3325,0.37,0.4061,0.4658,0.4962,0.548,0.5667,0.5902,0.6051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Electricity|Biomass,EJ/yr,0.3029,0.34,0.3729,0.4109,0.4511,0.514,0.5492,0.6079,0.6392,0.681,0.7238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Electricity|Coal,EJ/yr,3.0615,3.0938,3.1491,2.8801,2.6487,2.6777,2.7494,2.804,2.7514,2.6244,2.6686,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Electricity|Coal,EJ/yr,3.5523,3.6356,3.644,3.3329,3.0247,3.0694,3.1433,3.3231,3.2255,2.9903,2.9448,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Electricity|Gas,EJ/yr,1.8563,1.9549,2.0656,2.21,2.0369,2.1217,1.9996,1.7394,1.4904,1.2841,1.4278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Electricity|Gas,EJ/yr,2.4058,2.4619,2.6625,2.8444,2.6363,2.7529,2.5259,2.0987,1.8354,1.6473,1.7879,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0194,0.0202,0.0208,0.0206,0.02,0.0202,0.0212,0.0208,0.0214,0.0224,0.0235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0194,0.0202,0.0208,0.0206,0.02,0.0202,0.0212,0.0208,0.0214,0.0224,0.0235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Electricity|Hydro,EJ/yr,1.1102,1.1211,1.1137,1.1777,1.19,1.344,1.1035,1.1901,1.3208,1.3288,1.2052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Electricity|Hydro,EJ/yr,1.1279,1.1376,1.132,1.1962,1.2088,1.3569,1.1239,1.2091,1.3377,1.35,1.2279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Electricity|Nuclear,EJ/yr,3.2979,3.2919,3.1401,3.185,2.9697,3.0761,3.0159,2.9231,2.9024,2.9252,2.8324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Electricity|Nuclear,EJ/yr,3.5917,3.5636,3.367,3.374,3.2184,3.2998,3.2643,3.1765,3.1566,3.1547,3.0857,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Electricity|Solar,EJ/yr,0.0052,0.0089,0.0135,0.0267,0.0504,0.0809,0.1623,0.2377,0.2841,0.3178,0.3412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Electricity|Solar,EJ/yr,0.0053,0.009,0.0136,0.0268,0.0505,0.081,0.1631,0.2426,0.2913,0.3324,0.3684,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Electricity|Wind,EJ/yr,0.2432,0.2812,0.3568,0.4047,0.4456,0.5008,0.5905,0.6703,0.7501,0.7961,0.9416,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Electricity|Wind,EJ/yr,0.2536,0.2964,0.3758,0.4304,0.479,0.5377,0.6468,0.7417,0.8523,0.9112,1.0867,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Gases|Biomass,EJ/yr,0.0231,0.0264,0.0342,0.0362,0.0447,0.057,0.0675,0.0775,0.0911,0.0997,0.1045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Gases|Biomass,EJ/yr,0.0257,0.0287,0.0367,0.0387,0.0472,0.0599,0.0708,0.081,0.0949,0.1043,0.1112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Heat|Biomass,EJ/yr,0.3429,0.3605,0.3668,0.4022,0.4299,0.506,0.5074,0.5671,0.6009,0.6124,0.6452,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Heat|Biomass,EJ/yr,0.3429,0.3605,0.3668,0.4034,0.4317,0.5069,0.5096,0.57,0.6014,0.6136,0.6467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Solids|Biomass,EJ/yr,2.1243,2.2223,2.3781,2.4747,2.5255,2.691,2.5216,2.6719,2.7702,2.654,2.8028,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Solids|Biomass,EJ/yr,2.1465,2.2459,2.4052,2.5271,2.5805,2.7599,2.5847,2.7437,2.866,2.7526,2.9184,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Secondary Energy|Solids|Fossil,EJ/yr,2.2813,2.3554,2.3125,2.2272,1.8124,2.1117,2.0725,2.0167,1.9567,1.9127,1.9244,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Secondary Energy|Solids|Fossil,EJ/yr,2.4865,2.5699,2.5374,2.4565,1.9926,2.3007,2.2453,2.1905,2.1704,2.1278,2.1174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Trade|Primary Energy|Coal|Volume,EJ/yr,-4.1074,-4.4291,-4.5667,-4.5899,-3.6385,-3.995,-4.2147,-4.0743,-4.0136,-4.0357,-4.0487,-3.6225,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Trade|Primary Energy|Coal|Volume,EJ/yr,-5.2489,-5.7397,-5.6958,-5.7306,-4.6123,-4.6667,-5.0377,-5.2053,-5.2948,-5.1446,-4.702,-3.8691,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Trade|Primary Energy|Gas|Volume,EJ/yr,-10.3844,-10.7071,-10.1444,-10.5454,-9.988,-10.2889,-10.0131,-9.5197,-9.2005,-8.5498,-9.2791,-10.0325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Trade|Primary Energy|Gas|Volume,EJ/yr,-10.6345,-11.107,-10.8404,-11.467,-11.0256,-11.6368,-11.3242,-10.8331,-10.5786,-9.6795,-10.3506,-11.3849,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Trade|Primary Energy|Oil|Volume,EJ/yr,-25.5185,-25.5369,-24.8258,-25.0588,-23.3721,-23.2323,-22.3335,-21.5272,-21.0506,-20.8019,-21.6499,-20.4617,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Trade|Primary Energy|Oil|Volume,EJ/yr,-25.4037,-25.8474,-24.8992,-25.37,-23.6213,-23.6885,-23.1729,-22.6491,-22.2186,-22.0585,-22.7559,-21.4971,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,James_IMF,EU27,GDP|PPP,billion EUR_2020/yr,13208.7129,13670.1789,14112.1146,14222.2772,13645.2035,13861.2174,14033.5216,14328.9278,14659.6768,15001.82,15340.3451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,James_IMF,EU27 & UK,GDP|PPP,billion EUR_2020/yr,15476.0505,16004.4405,16512.4687,16624.2507,15931.0799,16188.4247,16410.2068,16760.5244,17150.6169,17557.1924,17965.0281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CH4,Mt CH4/yr,13.9432,13.6681,13.6345,13.429,13.2577,13.6186,12.8657,12.7944,12.5734,12.3957,12.4327,12.3075,12.308,12.0521,11.8021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CH4,Mt CH4/yr,17.5428,17.0986,16.9154,16.4802,16.1373,16.3131,15.4525,15.3203,14.9358,14.6793,14.6807,14.4867,14.5068,14.2388,13.978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CH4|AFOLU|Agriculture,Mt CH4/yr,6.637,6.5745,6.6443,6.5831,6.5816,6.9856,6.4713,6.4039,6.4057,6.4798,6.5375,6.539,6.5348,6.4762,6.429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CH4|AFOLU|Agriculture,Mt CH4/yr,7.7141,7.6314,7.6946,7.5995,7.5873,7.9989,7.4788,7.4083,7.4054,7.5066,7.5693,7.5671,7.5676,7.4902,7.4453,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CH4|AFOLU|Land,Mt CH4/yr,0.2395,0.2402,0.2794,0.235,0.2416,0.2536,0.2427,0.2708,0.2128,0.2203,0.2251,0.2241,0.2828,0.2269,0.2291,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CH4|AFOLU|Land,Mt CH4/yr,0.43,0.4306,0.4704,0.4257,0.4324,0.4452,0.4349,0.4626,0.4051,0.4119,0.4179,0.4171,0.4755,0.4215,0.425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CH4|Waste,Mt CH4/yr,4.4049,4.303,4.2105,4.0846,4.0353,3.9166,3.8028,3.6979,3.5589,3.4201,3.3516,3.251,3.1903,3.1399,3.0968,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CH4|Waste,Mt CH4/yr,6.2389,6.023,5.8058,5.5014,5.2968,4.9909,4.7931,4.6289,4.3751,4.1486,4.0556,3.926,3.8803,3.8365,3.7875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CO2|Energy,Mt CO2/yr,3058.3313,3083.6772,3053.1564,3000.3501,2789.2756,2917.5597,2784.2143,2732.2813,2674.2797,2547.1765,2600.6825,2614.5629,2620.1988,2566.9004,2462.8072,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CO2|Energy,Mt CO2/yr,3649.0393,3674.5198,3634.0191,3571.3355,3313.3134,3455.2341,3283.1099,3246.6452,3177.2438,3012.0959,3049.8013,3043.6979,3039.1949,2980.9128,2863.8319,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CO2|Energy|Demand|Bunkers,Mt CO2/yr,218.5708,231.7072,242.3573,241.787,217.6608,219.5658,219.9959,209.7625,202.2796,200.8459,205.2239,213.3334,219.5691,226.6425,227.6681,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CO2|Energy|Demand|Bunkers,Mt CO2/yr,262.1003,276.6727,287.2914,289.4447,263.3091,262.5609,265.2991,252.7728,245.5789,244.956,249.0137,257.9754,266.2766,273.3855,274.4006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,464.1517,455.7546,469.3222,450.1293,372.4709,411.758,399.0158,383.404,367.2415,354.9197,364.4495,369.6138,377.0803,377.5817,368.888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,544.8151,534.7006,546.5076,522.4874,434.5032,473.7263,456.6067,440.5391,424.6151,412.0184,419.4872,421.7991,429.5044,429.4717,419.0225,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CO2|Energy|Demand|Residential and Commercial,Mt CO2/yr,472.6068,474.796,413.1273,456.2419,446.3941,485.9327,412.9009,423.7151,432.2961,366.1022,387.0819,394.6235,387.6608,375.1914,369.6266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CO2|Energy|Demand|Residential and Commercial,Mt CO2/yr,579.0392,576.4163,510.0382,558.078,541.5467,592.0422,498.8312,518.3983,528.4185,446.7399,471.3615,480.5902,470.9825,462.8991,456.2933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,699.4729,706.9573,712.032,694.3904,673.4227,686.6214,670.1568,646.1272,641.6606,646.0018,656.3275,669.9346,680.7982,680.1684,683.8303,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,831.4175,838.4427,844.8573,821.6515,796.0669,807.4674,788.9901,764.0595,758.3794,764.2365,777.0746,793.1593,804.2645,801.8468,803.2749,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CO2|Energy|Supply,Mt CO2/yr,1106.3063,1119.1782,1123.6517,1065.8026,989.7442,1021.0297,991.2236,980.1678,940.1809,890.4113,900.0063,880.4129,867.371,819.3308,725.0748,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CO2|Energy|Supply,Mt CO2/yr,1320.1319,1339.1701,1338.45,1274.9258,1175.7761,1214.3893,1170.4757,1170.579,1118.395,1043.8846,1033.8602,992.2275,969.1406,913.9388,811.8816,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CO2|Energy|Supply|Liquids,Mt CO2/yr,105.7393,104.11,106.3087,104.9635,100.0297,99.952,97.9033,94.7838,87.7202,86.3218,86.8546,86.8411,85.4932,84.5638,85.9696,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CO2|Energy|Supply|Liquids,Mt CO2/yr,125.6289,122.114,124.1168,122.2288,116.4987,116.935,115.2795,110.5476,102.3959,99.8061,100.3561,100.4355,99.0535,97.6124,98.5979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CO2|Energy|Supply|Solids,Mt CO2/yr,50.6751,53.6653,52.0189,47.347,37.6257,43.885,43.0837,33.7924,31.6035,30.3971,28.7566,28.8298,28.1844,28.9112,27.8298,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CO2|Energy|Supply|Solids,Mt CO2/yr,70.4422,72.5966,70.0686,65.321,54.9538,61.8247,59.2379,48.8127,46.3622,44.8068,43.7823,43.5137,42.8578,43.2469,42.6819,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27,Emissions|CO2|Industrial Processes,Mt CO2/yr,219.2792,223.8243,225.5789,209.7956,164.6014,183.6078,183.5883,171.6505,170.1854,172.5389,171.2816,173.511,179.759,178.5281,173.9732,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,UNFCCC,EU27 & UK,Emissions|CO2|Industrial Processes,Mt CO2/yr,240.8253,244.5041,247.8701,229.969,179.1608,199.6974,198.4725,186.9239,187.2453,189.226,187.4992,187.5301,194.247,192.2606,187.5338,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
